EmployeeID,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3855,0.2619047619047619,No,0.6785714285714286,1,2,0.2025105139811872,1.0,0.2857142857142857,1,0.2857142857142857,1.0,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,3.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3856,0.42857142857142855,No,0.7857142857142857,3,3,0.07210504350059392,0.5,0.6428571428571429,0,0.32142857142857145,0.25,0.16666666666666666,0.0,0.14285714285714285,2.0,1.0,3.0,2,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3857,0.16666666666666666,No,0.14285714285714285,1,4,0.8323862724325019,0.125,0.21428571428571427,0,0.25,0.75,0.3888888888888889,0.0,0.5,4.0,3.0,3.0,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3858,0.5,No,0.32142857142857145,3,2,0.1075475938232367,0.5,0.07142857142857142,0,0.25,0.5,0.2777777777777778,0.14285714285714285,0.0,4.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3859,0.7380952380952381,No,0.10714285714285714,2,2,0.6315451539375261,0.375,0.9285714285714286,0,0.9642857142857143,1.0,0.2222222222222222,0.14285714285714285,0.14285714285714285,1.0,2.0,3.0,2,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3860,0.7619047619047619,No,0.03571428571428571,2,3,0.21625092298308132,0.625,0.07142857142857142,1,0.6785714285714286,0.5,0.7777777777777778,0.14285714285714285,0.7857142857142857,4.0,1.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3861,0.047619047619047616,No,0.6071428571428571,4,2,0.17554335612700248,0.125,0.14285714285714285,1,0.07142857142857142,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3862,0.38095238095238093,No,0.32142857142857145,3,3,0.2015474012006806,0.125,0.0,0,0.39285714285714285,0.75,0.6111111111111112,1.0,0.6428571428571429,4.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3863,0.42857142857142855,No,0.0,3,2,0.0026967157854184726,0.25,0.21428571428571427,0,0.5357142857142857,0.5,0.2222222222222222,0.14285714285714285,0.21428571428571427,1.0,2.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3864,0.7380952380952381,No,0.17857142857142858,2,2,0.6247391569552795,0.25,0.0,3,1.0,0.75,0.8333333333333334,0.2857142857142857,0.8571428571428571,3.0,3.0,3.0,3,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3865,0.42857142857142855,No,0.25,4,4,0.6022023178914251,0.0,0.21428571428571427,0,0.14285714285714285,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,4.0,3.0,3.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3866,0.42857142857142855,No,0.03571428571428571,2,2,0.6682076471154772,0.75,0.35714285714285715,0,0.4642857142857143,0.5,0.2777777777777778,0.0,0.2857142857142857,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3867,0.8571428571428571,No,0.8214285714285714,3,1,0.10215416225239976,0.375,0.21428571428571427,0,1.0,1.0,0.5555555555555556,0.5714285714285714,0.5,2.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3868,0.5952380952380952,No,0.03571428571428571,4,1,0.09072522392372147,0.125,0.0,1,0.5,0.5,0.7777777777777778,0.8571428571428571,0.7857142857142857,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3869,0.40476190476190477,Yes,0.5714285714285714,4,1,0.2865581559600629,0.375,0.0,1,0.4642857142857143,0.75,0.6111111111111112,0.8571428571428571,0.5,4.0,4.0,4.0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3870,0.47619047619047616,No,0.6428571428571429,2,2,0.09258724196603423,0.875,0.07142857142857142,1,0.6785714285714286,0.75,0.7222222222222222,0.2857142857142857,0.6428571428571429,4.0,4.0,4.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3871,0.2619047619047619,No,0.0,2,2,0.20745449292112106,0.125,0.21428571428571427,0,0.35714285714285715,0.5,0.5555555555555556,0.0,0.6428571428571429,1.0,2.0,2.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3872,0.35714285714285715,No,0.21428571428571427,3,5,0.6414331118173938,0.125,0.5,3,0.21428571428571427,0.75,0.3333333333333333,0.0,0.2857142857142857,4.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3873,0.3333333333333333,No,0.14285714285714285,4,5,0.2564448296895567,0.0,0.14285714285714285,0,0.35714285714285715,1.0,0.5,0.14285714285714285,0.42857142857142855,4.0,2.0,2.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3874,0.30952380952380953,No,0.9642857142857143,4,2,0.7533468169122605,0.125,0.0,0,0.35714285714285715,1.0,0.5555555555555556,0.0,0.14285714285714285,1.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3875,0.7380952380952381,No,0.03571428571428571,4,1,0.20661979517801535,0.5,0.5,0,0.6071428571428571,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,1.0,2.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3876,0.47619047619047616,No,1.0,2,1,0.186715464380879,0.125,0.2857142857142857,3,0.14285714285714285,0.5,0.2222222222222222,0.42857142857142855,0.21428571428571427,4.0,2.0,3.0,3,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3877,0.6904761904761905,No,0.0,4,3,1.0,0.75,0.7857142857142857,1,1.0,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,2.0,2.0,3.0,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3878,0.7380952380952381,No,0.7142857142857143,3,2,0.088028508138303,0.5,0.14285714285714285,0,0.8214285714285714,0.75,0.4444444444444444,0.0,0.0,3.0,3.0,3.0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3879,0.5476190476190477,No,0.8214285714285714,4,4,0.8165270153134933,0.375,0.07142857142857142,0,0.75,1.0,0.1111111111111111,0.0,0.14285714285714285,4.0,3.0,3.0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3880,0.047619047619047616,No,0.0,3,1,0.24193393046325726,0.125,0.5,1,0.07142857142857142,0.75,0.1111111111111111,0.0,0.14285714285714285,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3881,0.35714285714285715,No,0.6071428571428571,2,2,0.3451796205335645,0.125,0.14285714285714285,0,0.25,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,3.0,4.0,3.0,2,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3882,0.42857142857142855,No,0.03571428571428571,2,3,1.0,0.75,0.07142857142857142,0,0.35714285714285715,0.5,0.16666666666666666,0.0,0.14285714285714285,1.0,3.0,2.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3883,0.6190476190476191,No,0.2857142857142857,3,3,0.37574239943497384,0.5,0.07142857142857142,0,0.2857142857142857,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3884,0.11904761904761904,Yes,0.17857142857142858,3,3,0.2542617740537417,0.125,0.07142857142857142,0,0.17857142857142858,0.75,0.2777777777777778,0.14285714285714285,0.14285714285714285,4.0,3.0,3.0,3,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3885,0.47619047619047616,No,0.35714285714285715,2,1,1.0,0.875,0.0,1,0.25,0.75,0.0,0.0,0.0,4.0,3.0,2.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3886,0.8333333333333334,No,0.8214285714285714,3,4,0.7904587627211146,0.375,0.0,0,0.39285714285714285,0.5,0.2222222222222222,0.14285714285714285,0.14285714285714285,2.0,4.0,,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3887,0.7142857142857143,Yes,0.32142857142857145,2,1,0.3427397348229478,0.25,0.07142857142857142,1,0.6785714285714286,0.75,0.5,1.0,0.5,4.0,3.0,3.0,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3888,0.3333333333333333,Yes,0.0,3,2,0.11133583742656265,0.125,0.5714285714285714,1,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,4.0,2.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3889,0.19047619047619047,No,0.6071428571428571,2,1,0.6337924170920415,0.125,0.8571428571428571,1,0.25,1.0,0.3888888888888889,0.7142857142857143,0.5,4.0,4.0,3.0,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3890,0.8809523809523809,No,0.7857142857142857,1,5,0.08558862242768628,0.625,0.0,2,0.2857142857142857,0.5,0.2222222222222222,0.14285714285714285,0.14285714285714285,1.0,2.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3891,0.38095238095238093,No,0.9642857142857143,3,2,1.0,0.125,0.5714285714285714,1,0.5357142857142857,1.0,0.8333333333333334,0.5714285714285714,0.9285714285714286,2.0,4.0,4.0,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3892,1.0,No,0.5714285714285714,4,1,0.1936498764005265,0.375,0.14285714285714285,1,0.6785714285714286,1.0,0.05555555555555555,0.0,0.0,3.0,4.0,4.0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3893,0.35714285714285715,No,0.07142857142857142,3,3,0.5596327329930335,0.125,0.0,0,0.5,0.0,0.7777777777777778,0.2857142857142857,0.9285714285714286,2.0,2.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3894,0.4523809523809524,No,0.42857142857142855,3,1,0.6995409162412919,0.125,0.07142857142857142,1,0.21428571428571427,1.0,0.3333333333333333,0.14285714285714285,0.21428571428571427,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3895,0.38095238095238093,No,0.21428571428571427,2,1,0.07499438184211371,0.125,0.14285714285714285,0,0.35714285714285715,1.0,0.5555555555555556,1.0,0.5,2.0,4.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3896,0.11904761904761904,Yes,0.39285714285714285,2,2,0.41837619185206587,0.125,0.21428571428571427,2,0.10714285714285714,0.5,0.16666666666666666,0.0,0.14285714285714285,3.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3897,0.6190476190476191,No,0.0,3,1,0.24559375902918232,0.125,0.21428571428571427,0,0.32142857142857145,0.25,0.4444444444444444,0.8571428571428571,0.5,3.0,4.0,3.0,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3898,0.40476190476190477,No,0.42857142857142855,3,3,0.06632636681755434,0.0,0.35714285714285715,0,0.21428571428571427,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,1.0,4.0,4.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3899,0.5952380952380952,No,0.8571428571428571,4,2,0.07775530514623262,0.125,0.0,0,0.35714285714285715,0.5,0.5555555555555556,1.0,0.5714285714285714,4.0,4.0,3.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3900,0.14285714285714285,No,0.17857142857142858,3,3,0.0027609233041189125,0.125,0.14285714285714285,0,0.17857142857142858,0.75,0.2777777777777778,0.0,0.2857142857142857,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3901,0.5476190476190477,No,0.17857142857142858,4,1,0.11634402388519696,0.125,0.42857142857142855,0,0.35714285714285715,0.75,0.5555555555555556,1.0,0.5,4.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3902,0.2619047619047619,No,0.03571428571428571,2,2,1.0,1.0,0.0,1,0.32142857142857145,0.5,0.2777777777777778,0.14285714285714285,0.14285714285714285,4.0,3.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3903,0.42857142857142855,No,0.0,4,3,0.19891489293396256,0.375,0.0,1,0.6071428571428571,0.5,0.7222222222222222,0.8571428571428571,0.5,3.0,4.0,2.0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3904,0.6428571428571429,No,0.03571428571428571,3,2,0.47430094064014894,0.375,0.2857142857142857,2,0.8928571428571429,0.75,1.0,1.0,0.2857142857142857,3.0,3.0,2.0,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3905,0.14285714285714285,Yes,0.17857142857142858,2,2,0.06407910366303894,0.125,0.07142857142857142,0,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,4.0,3.0,3.0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3906,0.6904761904761905,Yes,0.0,3,2,1.0,0.875,0.0,2,0.8928571428571429,0.25,1.0,1.0,0.7142857142857143,3.0,3.0,1.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3907,0.19047619047619047,No,0.2857142857142857,1,1,0.6213361584641561,0.125,0.21428571428571427,1,0.10714285714285714,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,3.0,4.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3908,0.6428571428571429,No,0.0,4,1,0.12411313364795018,0.125,0.7857142857142857,1,0.75,1.0,1.0,1.0,0.42857142857142855,4.0,2.0,3.0,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3909,0.3333333333333333,No,0.0,1,2,0.5039648142797521,0.75,0.35714285714285715,1,0.35714285714285715,0.5,0.2777777777777778,0.14285714285714285,0.21428571428571427,1.0,3.0,2.0,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3910,0.30952380952380953,No,0.4642857142857143,2,1,1.0,0.125,0.0,2,0.21428571428571427,1.0,0.2777777777777778,0.0,0.21428571428571427,2.0,3.0,4.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3911,0.5476190476190477,No,0.03571428571428571,2,2,0.6285274005586055,,0.21428571428571427,2,0.35714285714285715,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,3.0,2.0,3.0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3912,0.5238095238095238,No,0.75,2,1,0.08436867957237792,0.25,0.35714285714285715,1,0.6428571428571429,0.5,0.05555555555555555,0.0,0.0,2.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3913,0.14285714285714285,No,0.07142857142857142,3,1,0.026132460111079007,0.125,0.2857142857142857,1,0.21428571428571427,0.75,0.3333333333333333,0.14285714285714285,0.14285714285714285,2.0,1.0,4.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3914,0.6666666666666666,No,0.17857142857142858,3,4,0.231532312433786,0.75,0.07142857142857142,0,0.6785714285714286,0.75,0.5555555555555556,0.0,0.6428571428571429,3.0,2.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3915,0.40476190476190477,No,0.25,4,1,0.09322931715303862,0.25,0.6428571428571429,1,0.6071428571428571,1.0,0.3888888888888889,0.0,0.5,4.0,3.0,3.0,3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3916,0.2857142857142857,No,0.2857142857142857,4,1,0.49523259173649237,0.125,0.42857142857142855,1,0.35714285714285715,0.75,0.5555555555555556,0.0,0.5714285714285714,2.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3917,0.6904761904761905,No,0.07142857142857142,2,2,0.18915535009149573,0.875,0.07142857142857142,1,0.14285714285714285,1.0,0.05555555555555555,0.0,0.0,3.0,2.0,1.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3918,0.6666666666666666,No,0.0,4,3,0.5745288773315356,0.5,0.6428571428571429,0,0.4642857142857143,0.25,0.5555555555555556,0.0,0.21428571428571427,3.0,4.0,2.0,3,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3919,0.42857142857142855,Yes,0.0,3,2,0.15197919676394106,0.625,0.6428571428571429,0,0.5714285714285714,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,1.0,3.0,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3920,0.3333333333333333,Yes,0.8928571428571429,3,2,0.5017175511252367,0.75,0.14285714285714285,2,0.35714285714285715,0.75,0.0,0.0,0.0,1.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3921,0.11904761904761904,No,0.17857142857142858,4,3,0.5979646216571961,0.125,0.21428571428571427,2,0.10714285714285714,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,3.0,2.0,1.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3922,0.30952380952380953,No,0.07142857142857142,3,2,0.23191755754598864,0.25,0.5,1,0.32142857142857145,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,4.0,4.0,2.0,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3923,0.5,No,0.07142857142857142,3,2,0.6399563388872836,0.125,0.0,0,0.32142857142857145,0.75,0.5,0.7142857142857143,0.5714285714285714,4.0,4.0,3.0,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3924,0.3333333333333333,No,0.17857142857142858,3,1,0.17021413207486596,0.375,0.0,2,0.35714285714285715,0.0,0.2222222222222222,0.0,0.14285714285714285,4.0,3.0,1.0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3925,0.5238095238095238,No,0.17857142857142858,3,3,0.6082378246492665,0.125,0.0,1,0.75,1.0,1.0,1.0,0.5714285714285714,2.0,2.0,2.0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3926,0.6428571428571429,No,0.6428571428571429,4,1,0.3923079392596873,0.5,0.2857142857142857,0,0.32142857142857145,0.5,0.2777777777777778,0.0,0.21428571428571427,3.0,3.0,4.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3927,0.2857142857142857,No,0.2857142857142857,3,1,0.5504510578188706,0.0,0.07142857142857142,1,0.35714285714285715,0.5,0.5,0.0,0.5,4.0,1.0,3.0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3928,0.14285714285714285,No,0.07142857142857142,4,1,0.22466210793283894,0.0,0.0,1,0.10714285714285714,1.0,0.1111111111111111,0.2857142857142857,0.07142857142857142,1.0,4.0,3.0,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3929,0.2857142857142857,Yes,0.32142857142857145,3,1,0.07692060740312691,0.75,0.21428571428571427,0,0.21428571428571427,1.0,0.2222222222222222,0.14285714285714285,0.14285714285714285,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3930,0.30952380952380953,No,0.07142857142857142,2,3,0.4332081286718675,0.125,0.2857142857142857,2,0.21428571428571427,0.75,0.2777777777777778,0.0,0.14285714285714285,1.0,3.0,3.0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3931,0.21428571428571427,No,0.07142857142857142,3,1,0.36501974381200036,0.125,0.14285714285714285,1,0.21428571428571427,0.5,0.3333333333333333,0.14285714285714285,0.2857142857142857,3.0,4.0,2.0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3932,0.2619047619047619,Yes,0.10714285714285714,3,5,0.1722045651545796,0.125,0.14285714285714285,0,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3933,0.2619047619047619,No,0.25,4,1,0.08783588558220168,1.0,0.7142857142857143,1,0.35714285714285715,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,3.0,4.0,3,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3934,0.2857142857142857,No,0.21428571428571427,3,3,0.08372660438537352,0.25,0.0,0,0.42857142857142855,1.0,0.3888888888888889,0.14285714285714285,0.5,3.0,1.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3935,0.38095238095238093,No,0.0,2,2,1.0,0.0,0.0,0,0.21428571428571427,1.0,0.2777777777777778,0.14285714285714285,0.14285714285714285,4.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3936,0.35714285714285715,No,0.03571428571428571,4,1,0.101897332177598,1.0,0.21428571428571427,1,0.4642857142857143,1.0,0.6111111111111112,0.14285714285714285,0.5,4.0,2.0,2.0,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3937,0.7380952380952381,No,0.07142857142857142,4,1,0.2387877620469357,0.375,0.0,1,0.2857142857142857,1.0,0.2777777777777778,0.0,0.2857142857142857,4.0,4.0,4.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3938,0.35714285714285715,Yes,0.32142857142857145,3,1,0.21143535908054834,0.25,0.14285714285714285,0,0.39285714285714285,0.75,0.0,0.0,0.0,1.0,1.0,2.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3939,0.47619047619047616,No,0.9642857142857143,3,1,0.12648881183986646,0.5,0.07142857142857142,1,0.32142857142857145,0.75,0.3333333333333333,0.0,0.35714285714285715,3.0,2.0,2.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3940,0.30952380952380953,Yes,0.2857142857142857,4,2,1.0,0.25,0.21428571428571427,2,0.35714285714285715,0.5,0.05555555555555555,0.0,0.0,1.0,3.0,3.0,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3941,0.2619047619047619,No,0.07142857142857142,4,2,0.29432726572281614,0.125,0.14285714285714285,1,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3942,0.2857142857142857,No,0.03571428571428571,1,1,0.6058621464573501,0.375,0.5,1,0.35714285714285715,0.75,0.3888888888888889,0.14285714285714285,0.5,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3943,0.3333333333333333,No,0.32142857142857145,4,1,0.49638832707310027,0.25,0.0,1,0.42857142857142855,0.5,0.3888888888888889,0.0,0.5,2.0,2.0,3.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
